Status,Code,Study,ID,Year,FirstAuthor,Journal,PersonExtractingData,DateExtracted,Habitat,HabitatDescription,Location,SpeciesDistribution,Latitude,Longitude,Depth,LabFieldMeso,StudyDuration,StudyDurationDays,StudyArea,SampleSize,Replicates,ReplicationNotes,NumberFactorialEffects,ThirdFactorValue,Month,StudyYear,OtherResponseVariables,StressorOne,StressorOneManipulation,StressorOneLevels,StressorOneUnits,StressorOneRange,StressorOneRelativeToBackground,Acclimation,AcclimationNotes,WaterAirStress,StressorTwo,InteractionCode,StressorTwoFurther,StressorTwoManipulation,StressorTwoLevels,StressorTwoUnits,StressorTwoRange,StressorTwoRelativeToBackground,BackgroundAmbientEffectOne,BackgroundAmbientEffectTwo,Genus,Species,Lifestage,TaxaCategory,TaxaFurther,TrophicGroup,OrganisationLevel,ThermalTolerance,Endemic,SpawningDispersal,ResponseVariable,Responsefurther,PlantAnimalOther,ResponseDefined,ResponseUnits,FeedingReported,FeedingRegime,TimeSeries,ResponseTime,LastTimePoint,StressorOneInitialConditions,StressorOneTreatmentConditions,StressorOneDifference,TempDifferenceCateg,StressorTwoInitialConditions,StressorTwoTreatmentConditions,ThirdFactorLevel,C_mean,C_sd,C_n,S1_mean,S1_sd,S1_n,S2_mean,S2_sd,S2_n,S1_S2_mean,S1_S2_sd,S1_S2_n,AdditiveNullModel,MultiplicativeNullModel,DominanceNullModel,Sd_p,n_p,j,s,HedgesdAdditive,VdAdditive,HedgesdMultiplicative,VdMultiplicative,HedgesdDominance,VdDominance,NullModelClosestZero,additive-observed,multi-observed,dom-observed,Add?,Mult?,Dom?,%changeA,%changeB,%difference,Assymetric?,Eco_surprise_larger,Eco_surprise_smaller,Surprise,Temp_asymmetric,secondstress_asym
,F,116,164,2018,Hasbein,Ecotoxicology,OFM,21/01/2019,Freshwater,NA,USA,,NA,NA,,Lab,,NA,250 ml ,10,4,"Each treatment included four replicate 250 mL glass beakers, each containing 100 ml of treatment water, 10 organisms, and a 2 cm2 piece of NitexÔøΩ screen as an artificial substrate",3,Salinity,,,Measures of swimming behavior,Temperature,Temperature-controlled environmental chamber,3,celsius,Dec-20,Elevated,Yes,"Animals were transferred to aerated 7-L aquaria and maintained in control water at temperatures corresponding to the following exposure scenarios: 12, 16, and 20 ÔøΩC, at 0 ppt salinity for 48 h",,Contamination,T x Contamination,,Addition of pyrethroid insecticide bifenthrin,2,ng L-1,0-1,Elevated,,0 ng L-1,Hyalella,azteca,,Invertebrate,Amphipoda,Detritivore,Population,,Native,NA,Animal survival,Survival,Animal,Percentage survival after 96h of exposure to different treatments,Percentage,Yes,"During acclimation period H. azteca were fed once a day 20ml of YCT (yeast-cerophyl-trout chow, Aquatic Research Organisms). Amphipods were not fed for the duration of the experiment exposure.",No,4,,12 degrees celsius ,20 degrees celsius,8,8 ÔøΩ 11,0 ng L-1,1 ng L-1,,1,0,4,0.975,0.05,4,0.386363636,0.141907509,4,0.9,0.081649658,4,0.361363636,0.376704545,0.386363636,0.106390181,4,0.869565217,0.094830209,4.939137541,1.262346239,4.798465903,1.219539844,4.70989487,1.193222178,Dominance,0.538636364,0.523295455,0.513636364,N,N,Dominance,2.5,61.3636364,58.8636364,Y,Larger,,Larger,,Y
OriginalData,F,64,81,2008,Thompson,Arc. Antarc. Alp. Res.,MJ,,Freshwater,Lentic,Canada,,51.6,-115.85,,Mesocosm,,NA,8 L,32,4,,3,,August,2005,,Temperature,50-W thermostat-controlled aquaria heaters,2,celsius,Aug-15,Elevated,Yes,,,Nutrients,T x Nutrients,,KNO3 dissolved,2,?g N L-1 ,,Elevated,8 degrees celsius,Ambient TDN fluctuated between 25 and 560 ÔøΩg L?1,,,,Producer,Phytoplankton,,Community,,Native,NA,Plant biomass/abundance,Biomass,Plant,Mean chlorophyll a concentration (lake),?g L?1,,,No,34,,8 degrees celsius,14 degrees celsius,6,4 ÔøΩ 7,200 ÔøΩg N L-1,1000 ÔøΩg N-NO3 L?1 ,,2.4659,1.0124,4,1.8378,1.058456249,3,0.9548,0.493843376,2,3.2238,1.421147688,3,0.3267,0.711598783,0.9548,0.910044054,2,0.727272727,1.27377414,1.654125132,1.061344163,1.434363733,1.004783276,1.295505825,0.973194612,Dominance,2.8971,2.512201217,2.269,N,N,Dominance,25.47143031,61.27985725,35.80842694,,Larger,,Larger,,Y
,F,130,241,2015,Piggott,Global Change Biology,OFM,25/02/2019,Freshwater,Lotic,New Zealand,,-45.11,170.7433333,98 m a.s.l,Mesocosm,6 weeks,42,Mesocosms external diameter of 25 cm and an inner outflow ring of 6 cm (volume 3.5l),128,4,"Temperature treatments were assigned randomly in eight blocks (each consisting of 16 mesocosms). Within each block, nutrient and sediment levels were randomly assigned to the 16 mesocosms, providing four replicates of each treatment combination",3,Sediment,November ÔøΩ December,2009,,Temperature,Gas-fired water heaters,8,celsius,16-22,Elevated,,,Water,Nutrients,T x Nutrients,,Added nitrate-N and soluble reactive phosphorus-P. Nutrient addition increased concentrations to levels in the upper range of those regularly recorded in intensively farmed New Zealand streams,2,?g l?1,,Elevated,16.1 ÔøΩ 0.03 ÔøΩC,28.9 ÔøΩ 0.5 ?g l?1 and 4.2 ÔøΩ 0.1 ?g l?1 for N and P,,,,Producer,Algae,,Community,,,NA,Plant biomass/abundance,Abundance,Plant,Relative abundance patterns of motile algal growth,% per sample,,,No,20,,16.1 ÔøΩ 0.03 degrees celsius,22 degrees celsius,5.9,4 ÔøΩ 7,28.9 ÔøΩ 0.5 ?g l?1 and 4.2 ÔøΩ 0.1 ?g l?1 for N and P,3035 ÔøΩ 46 ?g l?1 for nitrate-N and 247 ÔøΩ 4 ?g l?1 for soluble reactive phosphorus-P ,Ambient,1.3940258,3.91304334,4,0.120679766,0.372670816,4,2.23949,7.0093458,4,2.0836725,5.4205608,4,0.966143966,0.193870966,0.120679766,4.963356328,4,0.869565217,5.196988812,0.18698596,0.501092617,0.316203429,0.503124519,0.328449851,0.503371228,Additive,1.117528534,1.889801534,1.962992734,Additive,N,N,91.34307514,60.64910707,30.69396807,,Larger,,Larger,Y,Y
,F,134,254,2017,Correa-Araneda,Ecology and Evolution,OFM,27/02/2019,Freshwater,Lotic,Spain,,43,-3,,Lab,7 days,7,Microcosms,,10,"All combinations of litter, temperature, and predator were replicated ten times",3,Predator,,,,Temperature,Water bath,2,celsius,Oct-15,Elevated,,,Water,Nutrients,T x Nutrients,,Leaf litter type,2,g,,,,,Sericostoma,pyrenaicum,,Invertebrate,Caddisfly,Detritivore,Population,,,NA,Animal growth/size,Growth,Animal,Caddisfly larval growth,proportion ,Yes,Caddisflies were starved for 24 hr before experiment,No,NA,,10 degrees celsius,15 degrees celsius,5,4 ÔøΩ 7,0.4 g ÔøΩ 0.006 SD dry mass of Alnus glutinosa,0.4 g ÔøΩ 0.006 SD dry mass of Ecualyptus globulus,Absent,0.47046632,0.347359061,10,0.8,0.596408855,10,0.1865285,0.570193068,10,0.30051813,0.543977343,10,0.51606218,0.317180622,0.8,0.583448223,10,0.957746479,0.564058143,-0.365984531,0.200669723,-0.028292195,0.200004002,-0.848098743,0.203596357,Multiplicative,0.21554405,0.016662492,0.49948187,N,Multiplicative,N,70.04405331,60.35242225,9.691631061,,,Smaller,Smaller,Y,Y
,F,122,183,2016,MacLennan,Hydrobiologia,OFM,18/02/2019,Freshwater,Lentic,Canada,,52.01666667,-116.4333333,2217 m.a.s.l,Lab,31 days,31,"28 cm diameter, 40 cm depth",,4,The blocking treatment consisted of communities collected from four naturally fishless alpine lakes,3,Regional biodiversity,July-August,2009,,Temperature,Warmed chambers,2,celsius,Oct-17,Elevated,Yes,"Chambers were set to a 12-h light/dark cycle. Local communities were given 3 days to adjust to growth chamber conditions at 10ÔøΩC (the average temperature of source alpine lakes) before treatments were applied on July 24, 2009",,Invasion,T x Invasion,,Non-native predator (achieved through passing plankton through 1-mm mesh-sized sieve showing that selective predation by non native trout predator extirpate zooplankton >1 mm),2,,,Elevated,10 degrees celsius,0,,,,Invertebrate,Zooplankton,,Community,,,NA,Animal biomass/abundance,Biomass,Animal,Total zooplankton biomass in local species,?g L-1,Yes,The phytoplankton collections from each lake were distributed in equal-volume aliquots among the eight containers containing zooplankton communities from their respective lake to provide algal food,Yes,31,Yes,10 degrees celsius,17 degrees celsius,7,4 ÔøΩ 7,0,Size-selective fish predation was simulated by sieving the entire zooplankton community in the container three times using a 1-mm mesh-sized sieve,Local species,172.215529,104.7919117,4,109.3076224,110.7152668,4,68.5892986,39.27056949,4,13.23556728,13.28877139,4,5.681391991,43.5345941,68.5892986,83.06638288,4,0.869565217,59.48367596,0.110431105,0.500381095,-0.442927903,0.506130785,-0.809191406,0.52046221,Additive,7.554175289,30.29902682,55.35373132,Additive,N,N,36.52859122,60.1724078,23.64381658,,,,Within,,Y
OriginalData,F,15,29,2003,Moss,J. App. Eco. ,MJ,,Freshwater,Lentic,UK,,53.26666667,-3.05,,Mesocosm,,NA,1ÔøΩ02 m deep and 2 m in diameter,48,NA,,4,Season and fish presence,September,1998,,Temperature,Heating element ,2,celsius,,Elevated,,,Water,Nutrients,T x Nutrients,,Addition of N and P,3,mg L-1,,Elevated,,,,,,Producer,Phytoplankton,,Community,,,NA,Plant biomass/abundance,Biomass,Plant,Dinophyceae,ÔøΩm3 ml?1 ÔøΩ 10?6,,,Yes,NA,Yes,,Ambient + 3 degrees celsius,3,1 ÔøΩ 3,,"170 ?g N L-1, 17 ?g P L-1 ",,5.63,2.937,4,46.8,2.937,4,2.25,2.937,4,1.13,2.937,4,43.42,18.70337478,46.8,2.937,4,0.869565217,2.937,-12.52091013,5.3991622,-5.202994709,1.345973561,-13.52163551,6.213582085,Multiplicative,42.29,17.57337478,45.67,N,Multiplicative,N,731.2611012,60.03552398,671.2255773,Y,,Smaller,Smaller,Y,Y
OriginalData,F,34,54,2013,Knillman,Global Change Biology,MJ,,Freshwater,Lentic,Germany,,51.35361111,12.43194444,,Lab,17 weeks,119,80 L,,NA,,2,,June,2009,,Temperature,Electric heater,2,celsius,,Elevated,,,Water,Contamination,T x Contamination,Pesticide,"Addition of commercial pesticide formula Sumicidin Alpha EC, which contains 50 g L?1 of the active ingredient, esfenvalerate",3,?g L-1 ,0-3,Elevated,,,,,,Invertebrate,Zooplankton,,Community,,,NA,Animal biomass/abundance,Abundance,Animal,Baetidae_larvae,,,,Yes,NA,,Ambient,Ambient + 6.2 degrees celsius,6.2,4 ÔøΩ 7,0 ?g L-1,3 ?g L-1,,0.5,1.732050808,12,0.166666667,0.40824829,5,0.2,0.632455532,5,0.6,0.894427191,5,0,0.066666667,0.166666667,0.532290647,5,0.903225806,0.735980072,0.736345323,0.410844089,0.654529176,0.408568169,0.531804955,0.40565633,Dominance,0.6,0.533333333,0.433333333,N,N,Dominance,66.6666666,60,6.6666666,,Larger,,Larger,Y,Y
,F,123,190,2018,Wen,Aquatic Toxicology,OFM,28/01/2019,Freshwater,Lotic,Brazil,,NA,NA,,Lab,30 days,30,300-mL chamber (diameter of 20?cm),20,3,"240 full-sibling juvenile S. aequifasciatus individuals were randomly distributed among 50-L tanks (20 fish per tank, three tanks per treatment)",2,,,,,Temperature,,2,celsius,28-31,Elevated,Yes,"at the end of the exposure period, a 5-min acclimation period",n/g,Contamination,T x Contamination,,Microplastics,2,?g L -1,0-200,Elevated,28.0?ÔøΩ?1.0 degrees celsius,0,Symphysodon,aequifasciatus,Juvenile,Vertebrate,Actinopterygii,,Individual,S. aequifasciatus showed optimal growth performance at temperatures of 28ÔøΩ29?ÔøΩC,Native,NA,Animal condition/physiological,Metabolism,Animal,Metabolic enzyme COX activity,,Yes,fed three times a day with new-born (24-h old) Artemia nauplii,No,30,,28 degrees celsius,31 degrees celsius,3,1 ÔøΩ 3,0,200 ?g L-1,,24.77528,16.05552902,3,22.24719,13.42826429,3,39.35393,32.98681756,3,29.83146,27.73228117,3,36.82584,35.33822253,39.35393,25.18380843,3,0.8,26.48871105,-0.211241083,0.669145711,-0.166312737,0.668203329,-0.287593307,0.671261662,Multiplicative,6.99438,5.50676253,9.52247,N,Multiplicative,N,10.20408246,58.84353275,48.63945029,,,Smaller,Smaller,,Y
OriginalData,F,34,64,2013,Knillman,Global Change Biology,MJ,,Freshwater,Lentic,Germany,,51.35361111,12.43194444,,Lab,17 weeks,119,80 L,,NA,,2,,June,2009,,Temperature,Electric heater,2,celsius,,Elevated,,,Water,Contamination,T x Contamination,Pesticide,"Addition of commercial pesticide formula Sumicidin Alpha EC, which contains 50 g L?1 of the active ingredient, esfenvalerate",3,?g L-1 ,0-3,Elevated,,,,,,Invertebrate,Zooplankton,,Community,,,NA,Animal biomass/abundance,Abundance,Animal,Pleuroxus_sp,,,,Yes,NA,,Ambient,Ambient + 6.2 degrees celsius,6.2,4 ÔøΩ 7,0 ?g L-1,3 ?g L-1,,63.58333333,154.5559377,12,8.5,10.07472084,5,26.8,36.72964289,5,53.8,66.70607169,5,0,3.582699869,8.5,26.93108489,5,0.903225806,50.86739296,0.955298582,0.418251908,0.891682447,0.415901952,0.804368509,0.412940174,Dominance,53.8,50.21730013,45.3,N,N,Dominance,86.63171691,57.85058977,28.78112713,,Larger,,Larger,Y,Y
,F,127,211,2016,Dinh,Global Change Biology,OFM,04/02/2019,Freshwater,Lentic,Belgium,,NA,NA,,Lab,,NA,"plastic vials (7.5 cm height, 3.5 cm diameter)",,4,,3,Pesticide treatment post heat x starvation,December,2013,"Activity of acetylcholinesterase (AChE), the target enzyme inhibited by chlorpyrifos (Pesticide stressor tested alone post heat and food stress therefore did not include pesticide responses)",Temperature,,2,celsius,22-30,Elevated,Yes,"Over a period of 12 days, larvae were gradually acclimated stepwise to a temperature of 22 ÔøΩC and a photoperiod of 16:8 h light:dark",n/g,Food Quantity,T x Food Quantity,,Daily feed vs starvation,2,,,Reduced,22 degrees celsius,,Coenagrion,puella,larvae,Invertebrate,Damselfly,,Individual,,Native,NA,Animal condition/physiological,Physiological,Animal,Total fat content (Energy reserves),mg,Yes,"The larvae were daily fed Artemia nauplii ad libitum (mean ÔøΩ SE, 459 ÔøΩ 58 nauplii per food portion, n = 10 counts of food portions)",No,6,,22 degrees celsius,30 degrees celsius,8,8 ÔøΩ 11,"Fed 459 ÔøΩ 58 nauplii per food portion, n = 10 counts of food portions",Not fed / 0,Not applied,0.78457445,0.12765956,4,0.73138297,0.12765956,4,0.33510637,0.11702132,4,0.30851063,0.11702132,4,0.28191489,0.312387298,0.33510637,0.122456018,4,0.869565217,0.119769499,0.193093656,0.501165161,-0.028145861,0.500024756,-0.193093656,0.501165161,Multiplicative,0.02659574,0.003876668,0.02659574,N,Multiplicative,N,6.77965998,57.28813626,50.50847628,Y,,,Within,,Y
OriginalData,F,63,79,2005,Holzapfel,Glob. Chan. Biol.,MJ,,Freshwater,Lentic,Canada,,51.6,-115.85,2217 m.a.s.l,Mesocosm,28 days,28,8 L,36,6,The two-factor (warming ÔøΩ invasion) experimental design was replicated six times for a total of 36 aquaria,2,,August,2003,,Temperature,,2,celsius,13-20,Elevated,Yes,All aquaria were maintained for a 1-week acclimation period in a growth chamber set at 10ÔøΩC and a 12 h L/D cycle (200 ?mol photons m?2 s?1),,Invasion,T x Invasion,,,4,,,,13 degrees celsius,,,,,Invertebrate,Zooplankton,,Community,,,NA,Animal biomass/abundance,Biomass,Animal,Alpine zooplankton biomass (total),?g,No,,No,28,,13 degrees celsius,20 degrees celsius,7,4 ÔøΩ 7,,,,2024.2261,364.3238771,6,953.9625,279.0982906,6,876.42,85.26747279,6,347.323,116.3358209,6,0,413.0328199,876.42,206.3569695,6,0.923076923,167.5070477,1.91398422,0.384212994,-0.362105471,0.33515445,-2.915681682,0.451405551,Multiplicative,347.323,65.7098199,529.097,N,Multiplicative,N,52.87272998,56.70345324,3.830723258,,,,Within,Y,Y
OriginalData,F,15,24,2003,Moss,J. App. Eco. ,MJ,,Freshwater,Lentic,UK,,53.26666667,-3.05,,Mesocosm,,NA,1ÔøΩ02 m deep and 2 m in diameter,48,NA,,4,Season and fish presence,September,1998,,Temperature,Heating element ,2,celsius,,Elevated,,,Water,Nutrients,T x Nutrients,,Addition of N and P,3,mg L-1,,Elevated,,,,,,Producer,Phytoplankton,,Community,,,NA,Plant biomass/abundance,Biomass,Plant,Bacillariophyceae,ÔøΩm3 ml?1 ÔøΩ 10?6,,,Yes,NA,Yes,,Ambient + 3 degrees celsius,3,1 ÔøΩ 3,,"170 ?g N L-1, 17 ?g P L-1 ",,2.81,5.102,4,6.25,5.102,4,1.25,5.102,4,9.94,5.102,4,4.69,2.78024911,6.25,5.102,4,0.869565217,5.102,0.894789767,0.525020273,1.220280349,0.546533879,0.628909379,0.512360219,Dominance,5.25,7.15975089,3.69,N,N,Dominance,122.4199288,55.51601423,66.90391459,Y,Larger,,Larger,Y,Y
,F,140,293,2018,Romero,Science of the Total Environment,OFM,29/03/2019,Freshwater,Lotic,Spain,,NA,NA,,Lab,,NA,"glass crystallizer (diameter?=?7?cm, height?=?4?cm) filled with 100?mL of water and 10 colonized glass slides",,4,,4,,,,,Temperature,,2,celsius,12.5-19.5,Elevated,,,,Contamination,T x Contamination,,Diuron ÔøΩ herbicide,2,?g?L?1,0-10,Elevated,,,,,,Producer,Periphyton,,Community,,,NA,Plant condition/physiological,Photosynthesis,Plant,Community respiration,mg C-CO2 cm-2 h-1,,,No,1.66667,,12.5 degrees celsius ,19.5 degrees celsius,7,4 ÔøΩ 7,0,10?g?L?1,,0.033072624,0.033072636,4,0.029497206,0.017877096,4,0.051173184,0.065251384,4,0.06815642,0.033072656,4,0.047597766,0.045640949,0.051173184,0.047840013,4,0.869565217,0.041124612,0.434705389,0.505905274,0.476081585,0.507082927,0.359104454,0.504029875,Dominance,0.020558654,0.022515471,0.016983236,N,N,Dominance,10.81080836,54.72973659,43.91892824,,Larger,,Larger,,Y
,F,137,272,2019,Hani,Ecotoxicology and Environmental Safety,OFM,13/03/2019,Freshwater,NA,France,,NA,NA,,Lab,90 days,90,90 litre lab glass tanks,320,NA,,2,,,,,Temperature,,2,celsius,16-21,Elevated,Yes,"Few months before the start of the experiments, fish were transferred for acclimation to 300- litter laboratory tanks with continuous freshwater renewal, for the two experiments of this study, sticklebacks were acclimated to 16?ÔøΩC as control temperature, before the onset of the experiments.Then acclimated progressively to the desired experimental temperatures (0.5ÔøΩ0.8?ÔøΩC?day?1)",Water,Contamination,T x Contamination,,Exposed to cadmium chloride,2,ÔøΩg?L?1,0-1,Elevated,,,Gasterosteus,aculeatus,,Vertebrate,Actinopterygii,,Population,<18 degrees celsius,,NA,Animal condition/physiological,Fecundity,Animal,Hatching rate,Percentage,Yes,"All along the acclimation and the experimental periods, sticklebacks were daily fed ad libitum with frozen commercial chironomids larvae, at 3% of body weight/day",Yes,NA,,16 degrees celsius,21 degrees celsius,5,4 ÔøΩ 7,0,1 ?g L-1,,61.6,30.38,4,12.95,21.42,4,27.91,62.40865725,5,3.76,4.84,4,0,5.867443182,12.95,49.21644789,4,0.869565217,34.96916029,0.093498534,0.500273187,-0.052405013,0.500085821,-0.228524342,0.50163198,Multiplicative,3.76,2.107443182,9.19,N,Multiplicative,N,78.97727273,54.69155844,24.28571429,,,,Within,Y,Y
,F,137,277,2019,Hani,Ecotoxicology and Environmental Safety,OFM,13/03/2019,Freshwater,NA,France,,NA,NA,,Lab,90 days,90,90 litre lab glass tanks,320,NA,,2,,,,,Temperature,,2,celsius,16-21,Elevated,Yes,"Few months before the start of the experiments, fish were transferred for acclimation to 300- litter laboratory tanks with continuous freshwater renewal, for the two experiments of this study, sticklebacks were acclimated to 16?ÔøΩC as control temperature, before the onset of the experiments.Then acclimated progressively to the desired experimental temperatures (0.5ÔøΩ0.8?ÔøΩC?day?1)",Water,Contamination,T x Contamination,,Exposed to cadmium chloride,2,ÔøΩg?L?1,0-1,Elevated,,,Gasterosteus,aculeatus,,Vertebrate,Actinopterygii,,Population,<18 degrees celsius,,NA,Animal survival,Survival,Animal,Mortality rate transformed,Percentage,Yes,"All along the acclimation and the experimental periods, sticklebacks were daily fed ad libitum with frozen commercial chironomids larvae, at 3% of body weight/day",Yes,NA,,16 degrees celsius,21 degrees celsius,5,4 ÔøΩ 7,0,1 ?g L-1,,61.61,30.38,4,12.96,21.42,4,27.92,21.24264579,5,3.77,4.84,4,-20.73,5.873124493,12.96,21.3188354,4,0.869565217,15.45830429,-1.378181425,0.559355751,-0.118305596,0.500437382,-0.516958665,0.508351446,Multiplicative,24.5,2.103124493,9.19,N,Multiplicative,N,78.96445382,54.68268138,24.28177244,,,,Within,Y,Y
OriginalData,F,34,56,2013,Knillman,Global Change Biology,MJ,,Freshwater,Lentic,Germany,,51.35361111,12.43194444,,Lab,17 weeks,119,80 L,,NA,,2,,June,2009,,Temperature,Electric heater,2,celsius,,Elevated,,,Water,Contamination,T x Contamination,Pesticide,"Addition of commercial pesticide formula Sumicidin Alpha EC, which contains 50 g L?1 of the active ingredient, esfenvalerate",3,?g L-1 ,0-3,Elevated,,,,,,Invertebrate,Zooplankton,,Community,,,NA,Animal biomass/abundance,Abundance,Animal,Chaoborus,,,,Yes,NA,,Ambient,Ambient + 6.2 degrees celsius,6.2,4 ÔøΩ 7,0 ?g L-1,3 ?g L-1,,0.583333333,1.443375673,12,0.166666667,0.40824829,5,0.9,0.737864787,5,0.6,0.894427191,5,0.483333333,0.257142857,0.166666667,0.596284794,5,0.903225806,0.76011695,0.138631752,0.400384375,0.407407596,0.403319619,0.514917934,0.40530281,Additive,0.116666667,0.342857143,0.433333333,Additive,N,N,71.42857136,54.28571437,17.14285698,,Larger,,Larger,Y,Y
,D,108,136,2015,Sorf,Hydrobiologia,OFM,12/02/2019,Freshwater,Lentic,Denmark,,56.23333333,9.516666667,,Mesocosm,,NA,"diameter 1.9 m, water level 1 m",,4,"This fully factorial designed experiment combines three temperature scenarios [unheated; A2 scenario (IPCC, 2007); A2 + 50% scenario (50% increase relative to the A2 scenario)] crossed with two nutrient levels, all in four replicates",2,,August,2010,,Temperature,,3,celsius,,Elevated,,,,Nutrients,T x Nutrients,,Addition of phosphorus and nitrogen ,2,?g P l?1 /  mg N l?1,,Elevated,,2 to 20 ?g TP l?1 and 51ÔøΩ70 ?g TN l?1,,,,Invertebrate,Cladocera,,Community,,,NA,Animal diversity,Diversity,Animal,ShannonÔøΩWiener diversity index of Cladocera,,,,Yes,NA,Yes,,28 degrees celsius (A2+50% IPCC Scenario),5.1,4 ÔøΩ 7,2 to 20 ?g TP l?1 and 51ÔøΩ70 ?g TN l?1,2.7 mg P m?2 day?1 and 27.1 mg N m?2 day?1,,0.41751826,0.29197072,4,0.3211679,0.2102188,4,0.19270073,0.35036496,4,0.28613138,0.54890516,4,0.09635037,0.148231334,0.19270073,0.288918283,4,0.869565217,0.438617515,0.376243446,0.504423723,0.273388726,0.502335669,0.18522754,0.501072164,Dominance,0.18978101,0.137900046,0.09343065,N,N,Dominance,23.07692123,53.84615514,30.7692339,,Larger,,Larger,,Y
,F,118,170,2018,Cambronero,Scientific Reports,OFM,22/01/2019,Freshwater,Lentic,Denmark,Wide range of standing freshwater habitats worldwide,55.96439722,9.596352778,,Lab,,NA,,30,NA,,3,Food levels,,,,Temperature,,2,celsius,18-24,Elevated,No,,,Contamination,T x Contamination,,"Added concentrations of carbamate insecticide (commercial name Carbaryl, Pestanatal)",2,ÔøΩg L-1,0-10,Elevated,18 degrees celsius,,Daphnia,magna,,Invertebrate,Cladocera,,Population,,Native,NA,Animal condition/physiological,Fecundity,Animal,Fecundity,total number of offspring released summing first and second brood,Yes,non-limiting food levels were used (0.8 mg Carbon/L of C. vulgaris,No,NA,,18 degrees celsius,24 degrees celsius,6,4 ÔøΩ 7,0 ?g L-1,10 ?g L-1,,45.82608696,8.227736759,23,39.5862069,7.641602494,29,21.8,6.300793601,5,27.17647059,9.402362031,17,15.56011994,18.83161683,21.8,7.487144155,5,0.962025316,9.051795122,1.234586428,0.267789433,0.886891547,0.263450451,0.57141161,0.260744184,Dominance,11.61635065,8.34485376,5.37647059,N,N,Dominance,13.61643656,52.42884251,38.81240595,,Larger,,Larger,,Y
